VarName,TimeString,VarValue,Validity,Time_ms
color changes aborted,01/01/2021 23:58,71.4,1,42397781256
color changes aborted,02/01/2021 23:58,11.4,1,42397781256
color changes aborted,03/01/2021 23:58,11.4,1,42397781256
color changes aborted,04/01/2021 23:58,11.4,1,42397781256
color changes aborted,05/01/2021 23:58,11.4,1,42397781256
color changes aborted,06/01/2021 23:58,11.4,1,42397781256
color changes aborted,07/01/2021 23:58,11.4,1,42397781256
color changes aborted,08/01/2021 23:58,11.4,1,42397781256
color changes aborted,09/01/2021 23:58,11.4,1,42397781256
color changes aborted,10/01/2021 23:58,11.4,1,42397781256
color changes aborted,11/01/2021 23:58,11.4,1,42397781256
color changes aborted,12/01/2021 23:58,11.4,1,42397781256
color changes aborted,13/01/2021 23:58,11.4,1,42397781256
color changes aborted,14/01/2021 23:58,11.4,1,42397781256
color changes aborted,15/01/2021 23:58,11.4,1,42397781256
color changes aborted,16/01/2021 23:58,11.4,1,42397781256
color changes aborted,17/01/2021 23:58,11.4,1,42397781256
color changes aborted,18/01/2021 23:58,11.4,1,42397781256
color changes aborted,19/01/2021 23:58,11.4,1,42397781256
color changes aborted,20/01/2021 23:58,11.4,1,42397781256
color changes aborted,21/01/2021 23:58,11.4,1,42397781256
color changes aborted,22/01/2021 23:58,11.4,1,42397781256
color changes aborted,23/01/2021 23:58,11.4,1,42397781256
color changes aborted,24/01/2021 23:58,11.4,1,42397781256
color changes aborted,25/01/2021 23:58,11.4,1,42397781256
color changes aborted,26/01/2021 23:58,11.4,1,42397781256
color changes aborted,27/01/2021 23:58,11.4,1,42397781256
color changes aborted,28/01/2021 23:58,11.4,1,42397781256
color changes aborted,29/01/2021 23:58,11.4,1,42397781256
color changes aborted,30/01/2021 23:58,11.4,1,42397781256
color changes aborted,01/02/2021 23:58,11.4,1,42397781256
color changes aborted,02/02/2021 23:58,11.4,1,42397781256
color changes aborted,03/02/2021 23:58,11.4,1,42397781256
color changes aborted,04/02/2021 23:58,11.4,1,42397781256
color changes aborted,05/02/2021 23:58,11.4,1,42397781256
color changes aborted,06/02/2021 23:58,11.4,1,42397781256
color changes aborted,07/02/2021 23:58,11.4,1,42397781256
color changes aborted,08/02/2021 23:58,11.4,1,42397781256
color changes aborted,09/02/2021 23:58,11.4,1,42397781256
color changes aborted,10/02/2021 23:58,11.4,1,42397781256
color changes aborted,11/02/2021 23:58,11.4,1,42397781256
color changes aborted,12/02/2021 23:58,11.4,1,42397781256
color changes aborted,13/02/2021 23:58,11.4,1,42397781256
color changes aborted,14/02/2021 23:58,11.4,1,42397781256
color changes aborted,15/02/2021 23:58,11.4,1,42397781256
color changes aborted,16/02/2021 23:58,11.4,1,42397781256
color changes aborted,17/02/2021 23:58,11.4,1,42397781256
color changes aborted,18/02/2021 23:58,11.4,1,42397781256
color changes aborted,19/02/2021 23:58,11.4,1,42397781256
color changes aborted,20/02/2021 23:58,11.4,1,42397781256
color changes aborted,21/02/2021 23:58,11.4,1,42397781256
color changes aborted,22/02/2021 23:58,11.4,1,42397781256
color changes aborted,23/02/2021 23:58,11.4,1,42397781256
color changes aborted,24/02/2021 23:58,11.4,1,42397781256
color changes aborted,25/02/2021 23:58,11.4,1,42397781256
color changes aborted,26/02/2021 23:58,11.4,1,42397781256
color changes aborted,27/02/2021 23:58,11.4,1,42397781256
color changes aborted,28/02/2021 23:58,11.4,1,42397781256
color changes aborted,01/03/2021 23:58,11.4,1,42397781256
color changes aborted,02/03/2021 23:58,11.4,1,42397781256
color changes aborted,03/03/2021 23:58,11.4,1,42397781256
color changes aborted,04/03/2021 23:58,11.4,1,42397781256
color changes aborted,05/03/2021 23:58,11.4,1,42397781256
color changes aborted,06/03/2021 23:58,11.4,1,42397781256
color changes aborted,07/03/2021 23:58,11.4,1,42397781256
color changes aborted,08/03/2021 23:58,11.4,1,42397781256
color changes aborted,09/03/2021 23:58,11.4,1,42397781256
color changes aborted,10/03/2021 23:58,11.4,1,42397781256
color changes aborted,11/03/2021 23:58,11.4,1,42397781256
color changes aborted,12/03/2021 23:58,11.4,1,42397781256
color changes aborted,13/03/2021 23:58,11.4,1,42397781256
color changes aborted,14/03/2021 23:58,11.4,1,42397781256
color changes aborted,15/03/2021 23:58,11.4,1,42397781256
color changes aborted,16/03/2021 23:58,11.4,1,42397781256
color changes aborted,17/03/2021 23:58,11.4,1,42397781256
color changes aborted,18/03/2021 23:58,11.4,1,42397781256
color changes aborted,19/03/2021 23:58,11.4,1,42397781256
color changes aborted,20/03/2021 23:58,11.4,1,42397781256
color changes aborted,21/03/2021 23:58,11.4,1,42397781256
color changes aborted,22/03/2021 23:58,11.4,1,42397781256
color changes aborted,23/03/2021 23:58,11.4,1,42397781256
color changes aborted,24/03/2021 23:58,11.4,1,42397781256
color changes aborted,25/03/2021 23:58,11.4,1,42397781256
color changes aborted,26/03/2021 23:58,11.4,1,42397781256
color changes aborted,27/03/2021 23:58,11.4,1,42397781256
color changes aborted,28/03/2021 23:58,11.4,1,42397781256
color changes aborted,29/03/2021 23:58,11.4,1,42397781256
color changes aborted,30/03/2021 23:58,11.4,1,42397781256
color changes aborted,01/04/2021 23:58,11.4,1,42397781256
color changes aborted,02/04/2021 23:58,11.4,1,42397781256
color changes aborted,03/04/2021 23:58,11.4,1,42397781256
color changes aborted,04/04/2021 23:58,11.4,1,42397781256
color changes aborted,05/04/2021 23:58,11.4,1,42397781256
color changes aborted,06/04/2021 23:58,11.4,1,42397781256
color changes aborted,07/04/2021 23:58,11.4,1,42397781256
color changes aborted,08/04/2021 03:59,50.4,1,42397781256
color changes aborted,08/04/2021 13:59,10.4,1,42397781256
color changes aborted,08/04/2021 23:59,100.4,1,42397781256
color changes aborted,09/04/2021 01:18,71.4,1,42397781256
color changes aborted,09/04/2021 07:58,71.4,1,42397781256
color changes aborted,09/04/2021 09:58,71.4,1,42397781256
color changes aborted,09/04/2021 23:58,11.4,1,42397781256
color changes aborted,10/04/2021 23:58,11.4,1,42397781256
color changes aborted,11/04/2021 23:58,8.4,1,42397781256
color changes aborted,11/04/2021 23:58,11.4,1,42397781256
color changes aborted,12/04/2021 23:58,15.4,1,42397781256
color changes aborted,12/04/2021 23:58,51.4,1,42397781256
color changes aborted,13/04/2021 03:58,51.4,1,42397781256
color changes aborted,13/04/2021 13:58,11.4,1,42397781256
color changes aborted,13/04/2021 23:58,31.4,1,42397781256
color changes aborted,14/04/2021 13:58,19.7,1,42397781256
color changes aborted,14/04/2021 23:58,11.4,1,42397781256
color changes aborted,15/04/2021 14:58,41.4,1,42397781256
color changes aborted,15/04/2021 23:58,11.4,1,42397781256
color changes aborted,16/04/2021 19:18,19.4,1,42397781256
