VarName,TimeString,VarValue,Validity,Time_ms
big bag powder,01/01/2021 23:58,11.4,1,42397781256
big bag powder,02/01/2021 23:58,11.4,1,42397781256
big bag powder,03/01/2021 23:58,11.4,1,42397781256
big bag powder,04/01/2021 23:58,11.4,1,42397781256
big bag powder,05/01/2021 23:58,11.4,1,42397781256
big bag powder,06/01/2021 23:58,11.4,1,42397781256
big bag powder,07/01/2021 23:58,11.4,1,42397781256
big bag powder,08/01/2021 23:58,11.4,1,42397781256
big bag powder,09/01/2021 23:58,11.4,1,42397781256
big bag powder,10/01/2021 23:58,11.4,1,42397781256
big bag powder,11/01/2021 23:58,11.4,1,42397781256
big bag powder,12/01/2021 23:58,11.4,1,42397781256
big bag powder,13/01/2021 23:58,11.4,1,42397781256
big bag powder,14/01/2021 23:58,11.4,1,42397781256
big bag powder,15/01/2021 23:58,11.4,1,42397781256
big bag powder,16/01/2021 23:58,11.4,1,42397781256
big bag powder,17/01/2021 23:58,11.4,1,42397781256
big bag powder,18/01/2021 23:58,11.4,1,42397781256
big bag powder,19/01/2021 23:58,11.4,1,42397781256
big bag powder,20/01/2021 23:58,11.4,1,42397781256
big bag powder,21/01/2021 23:58,11.4,1,42397781256
big bag powder,22/01/2021 23:58,11.4,1,42397781256
big bag powder,23/01/2021 23:58,11.4,1,42397781256
big bag powder,24/01/2021 23:58,11.4,1,42397781256
big bag powder,25/01/2021 23:58,11.4,1,42397781256
big bag powder,26/01/2021 23:58,11.4,1,42397781256
big bag powder,27/01/2021 23:58,11.4,1,42397781256
big bag powder,28/01/2021 23:58,11.4,1,42397781256
big bag powder,29/01/2021 23:58,11.4,1,42397781256
big bag powder,30/01/2021 23:58,11.4,1,42397781256
big bag powder,01/02/2021 23:58,11.4,1,42397781256
big bag powder,02/02/2021 23:58,11.4,1,42397781256
big bag powder,03/02/2021 23:58,11.4,1,42397781256
big bag powder,04/02/2021 23:58,11.4,1,42397781256
big bag powder,05/02/2021 23:58,11.4,1,42397781256
big bag powder,06/02/2021 23:58,11.4,1,42397781256
